lemma	pos	date	grouping	identifier	description	context	indexes_target_token	indexes_target_sentence	context_tokenized	indexes_target_token_tokenized	indexes_target_sentence_tokenized	context_lemmatized
bolagsstämma		1895	2	bib19277277_18950504_147683_120_0008_alto.xml-131-16	 	Brandförsäkring sbolaget Tor hade den 2 dennes i bolagets lokal, Klara Bergsgatan 23, ordinarie bolagsstämma under ordförandeskap af kontreamiralen 0.	96:108	0:150	Brandförsäkring sbolaget Tor hade den 2 dennes i bolagets lokal , Klara Bergsgatan 23 , ordinarie bolagsstämma under ordförandeskap af kontreamiralen 0 .	16	0:23	brandförsäkring sbolaget tor ha den 2 denna i bolag lokal $ klara bergsgatan 23 $ ordinarie bolagsstämma under ordförandeskap af kontreamiralen 0 $
bolagsstämma		1895	2	bib15978012_18950327_148361_72_0004_alto.xml-17-4	 	kallas härmed till ordinarie bolagsstämma, som hålles i n:r 7 Kalendegatan i Malmö torsdagen den elfte (li) april kl. li f. m., därvid förekommer fråga örn bolagets upplösning.	29:41	0:176	kallas härmed till ordinarie bolagsstämma , som hålles i n:r 7 Kalendegatan i Malmö torsdagen den elfte ( li ) april kl. li f. m . , därvid förekommer fråga örn bolagets upplösning .	4	0:34	kalla härmed till ordinarie bolagsstämma $ som hålla i $ 7 kalendegatan i malmö torsdag den elfte $ lie $ april $ lie $ m $ $ därvid förekomma fråga örn bolag upplösning $
bolagsstämma		1895	2	bib19277277_18950307_147683_65_0001_alto.xml-7-9	 	D.iegarne i Mälare provinsernas Enskilda Bank kallas Mil ordinarie Bolagsstämma, sorn börjas i bankens hus härstädes Fredagen den 8 instundande Mars kl. li f. m., och behagade de Herrar lottegare, spm ämna Bolagsstämman bevista, derförijruan anmäla.ig ho.	67:79	0:255	D.iegarne i Mälare provinsernas Enskilda Bank kallas Mil ordinarie Bolagsstämma , sorn börjas i bankens hus härstädes Fredagen den 8 instundande Mars kl. li f. m . , och behagade de Herrar lottegare , spm ämna Bolagsstämman bevista , derförijruan anmäla .ig ho .	9	0:44	$ i mälare provins enskild bank kalla mil ordinarie bolagsstämma $ sorn börja i bank hus härstädes fredag den 8 instunda mars $ lie $ m $ $ och behaga en herre lott $ spm ämna bolagsstämma bevista $ derförijruan anmäla $ ho $
bolagsstämma		1895	2	bib11653811_18950727_145317_114_0001_alto.xml-7-5	 	delegare kallas härmed till extra bolagsstämma å Centralhotellet i Kalmar lördagen den 3 nästa augusti, kl. 6 e.m., för att besluta dels i fråga 0111 ändring af bolagsordningens 3 § 111. fl.	34:46	0:190	delegare kallas härmed till extra bolagsstämma å Centralhotellet i Kalmar lördagen den 3 nästa augusti , kl. 6 e.m. , för att besluta dels i fråga 0111 ändring af bolagsordningens 3 § 111 . fl .	5	0:36	del kalla härmed till extra bolagsstämma å centralhotellet i kalmar lördag den 3 nästa augusti $ $ 6 $ $ för att besluta dels i fråga 0111 ändring af bolagsordning 3 $ 111 $ fl $
bolagsstämma		1895	2	bib19277277_18950525_147683_140_0004_alto.xml-45-38	 	, Anmälan om deltagande i bolagsstämman göres ä bolagets kontor Tisdagen den 4 Juni emellan kl. 10 f. m. och kl. 4 e. m., och erinras aktieegarne, att den som vill föra talan å bolagsstämman är skyldig att å ofvan sagde tid i styrelsens vård nedsätta talons till de aktier, för hvilka han ämnar föra talan å stämman.	177:190	0:316	, Anmälan om deltagande i bolagsstämman göres ä bolagets kontor Tisdagen den 4 Juni emellan kl. 10 f. m . och kl. 4 e. m . , och erinras aktieegarne , att den som vill föra talan å bolagsstämman är skyldig att å ofvan sagde tid i styrelsens vård nedsätta talons till de aktier , för hvilka han ämnar föra talan å stämman .	38	0:64	$ anmälan om deltagande i bolagsstämma göra ä bolag kontor tisdag den 4 juni emellan $ 10 $ m $ och $ 4 $ m $ $ och erinra aktieegarne $ att den som vilja föra talan å bolagsstämma vara skyldig att å ofvan sagd tid i styrelse vård nedsätta talo till en aktie $ för hvilka han ämna föra talan å stämma $
bolagsstämma		1895	2	bib15873371_18950308_145112_66_0001_alto.xml-68-7	 	Delegarne i Ångfartygaahtleliolaget Svanen kallas till ordinarie bolagsstämma å herr v. Häradshöfding Hilmer Alméns kontor, Vestra Hamngatan 2 härstädes, Fredagen den 29 dennes kl. 1 middagen.	65:77	0:192	Delegarne i Ångfartygaahtleliolaget Svanen kallas till ordinarie bolagsstämma å herr v. Häradshöfding Hilmer Alméns kontor , Vestra Hamngatan 2 härstädes , Fredagen den 29 dennes kl. 1 middagen .	7	0:29	delegarne i ångfartygaahtleliolaget svan kalla till ordinarie bolagsstämma å herr $ häradshöfding hilmer alméns kontor $ vestra hamngatan 2 härstädes $ fredag den 29 denna $ 1 middag $
bolagsstämma		1895	2	bib15650837_18951206_146391_285_0004_alto.xml-83-6	 	Kl. li f. m: Ordinarie bolagsstämma med Holmens brnks ocb fabiiks aktiebolag å dess kontor.	23:35	0:91	Kl. li f. m : Ordinarie bolagsstämma med Holmens brnks ocb fabiiks aktiebolag å dess kontor .	6	0:17	$ lie $ m $ ordinarie bolagsstämma med holmens brnks ocb fabiiks aktiebolag å den kontor $
bolagsstämma		1896	2	bib15650835_18960522_146472_78_0001_alto.xml-2-3	 	kallas till ordinarie bolagsstämma å Hotellet härstädes Torsdagen den li Juni 1896 kl. 12 midd.	22:34	0:95	kallas till ordinarie bolagsstämma å Hotellet härstädes Torsdagen den li Juni 1896 kl. 12 midd .	3	0:16	kalla till ordinarie bolagsstämma å hotell härstädes torsdag den lie juni 1896 $ 12 midd $
bolagsstämma		1895	2	bib19225758_18950308_144022_57_0006_alto.xml-168-3	 	Den vid dagens bolagsstämma iÅngfartygs-Aktiebolaget Thule beslutade utdelningen å Tjugo Kronor pr aktie finnes att mot kvitterad kupong lyfta i Skandinaviska Kredit-Aktiebolaget härstädes f. o. m. den 5 dennes.	15:27	0:211	Den vid dagens bolagsstämma iÅngfartygs-Aktiebolaget Thule beslutade utdelningen å Tjugo Kronor pr aktie finnes att mot kvitterad kupong lyfta i Skandinaviska Kredit-Aktiebolaget härstädes f. o. m . den 5 dennes .	3	0:31	den vid dag bolagsstämma $ thule besluta utdelning å tjugo krona pr aktie finna att mot kvittera kupong lyfta i skandinavisk $ härstädes $ $ m $ den 5 denna $
bolagsstämma		1895	2	bib19227291_18950312_145289_30_0001_alto.xml-9-3	 	kallas till extra bolagsstämma i Åkarp Fredagen den 29 Bars kl. 3,45	18:30	0:68	kallas till extra bolagsstämma i Åkarp Fredagen den 29 Bars kl. 3,45	3	0:12	kalla till extra bolagsstämma i åkarp fredag den 29 bars $ $
bolagsstämma		1895	2	bib19225758_18950815_144022_188_0001_alto.xml-52-4	 	kallas härmed till ordinarie bolagsstämma, som hålles å Stadshotellet i Karlstad Fiedagen den 20 nästa September kl. 12 midd.	29:41	0:125	kallas härmed till ordinarie bolagsstämma , som hålles å Stadshotellet i Karlstad Fiedagen den 20 nästa September kl. 12 midd .	4	0:21	kalla härmed till ordinarie bolagsstämma $ som hålla å stadshotell i karlstad fiedagen den 20 nästa september $ 12 midd $
bolagsstämma		1895	2	bib19227462_18950112_147640_10_0001_alto.xml-64-8	 	Delegarne i Skandinaviska Kreatursforsiikriingsbolaget kalias härmed till extra bolagsstämma Fredagen den 1 Februari kl. 2 e. m. å bolagets lokal, Fredsgatan J \ r 15, för att besluta örn de vid ordinarie bolagsstämman ilen 27 Oktober 1894 godkända förändringarna af bolagets reglemente.	80:92	0:287	Delegarne i Skandinaviska Kreatursforsiikriingsbolaget kalias härmed till extra bolagsstämma Fredagen den 1 Februari kl. 2 e. m . å bolagets lokal , Fredsgatan J \ r 15 , för att besluta örn de vid ordinarie bolagsstämman ilen 27 Oktober 1894 godkända förändringarna af bolagets reglemente .	8	0:46	delegarne i skandinavisk kreatursforsiikriingsbolaget kalias härmed till extra bolagsstämma fredag den 1 februari $ 2 $ m $ å bolag lokal $ fredsgatan j $ r 15 $ för att besluta örn en vid ordinarie bolagsstämma il 27 oktober 1894 godkänd förändring af bolag reglemente $
bolagsstämma		1895	2	bib19225758_18950510_144022_108_0003_alto.xml-163-47	 	brandförsäkringsvärket för byggnader på landet beslöt på ordinarie bolagsstämma i dag att med afslag af i saken väckta motioner anmoda sin styrelse att med behöfligt biträde taga i öfvervägande frågan örn införande af lösöreförsäkring, örn nedsättning af försäkringsafgifter och förlängning af desammas in betalningstid samt till bolagsstämma 1896 inkomma med yttrande däröfver.	330:342	0:378	brandförsäkringsvärket för byggnader på landet beslöt på ordinarie bolagsstämma i dag att med afslag af i saken väckta motioner anmoda sin styrelse att med behöfligt biträde taga i öfvervägande frågan örn införande af lösöreförsäkring , örn nedsättning af försäkringsafgifter och förlängning af desammas in betalningstid samt till bolagsstämma 1896 inkomma med yttrande däröfver .	47	0:54	brandförsäkrings för byggnad på land besluta på ordinarie bolagsstämma i dag att med afslag af i sak väcka motion anmoda sig styrelse att med behöflig biträde taga i öfvervägande fråga örn införande af lösöreförsäkring $ örn nedsättning af försäkrings och förlängning af densamma in betalningstid samt till bolagsstämma 1896 inkomma med yttrande däröfver $
bolagsstämma		1895	2	bib15760690_18950404_145050_53_0002_alto.xml-90-53	 	bolagsstämma i Mönsteräs den 29 sistl. april, hwarom meddelandet till Barometern fledde per telefon, har wär meddelare anhällit fä upplysa, att det i referatet sörekommande namnet C. Äberg bör wara C. Boberg, uppbyggelsepredikant frän Stockholm, redaktör af den frireligiösa tidflriften Sanningswittnet, och hwilken äswen wid bolagsstämman huswudsalligen anförde, att det flulle salla flugga vä alla nykterhetswänliga aktieegare säsom flrymtare, om det bleswe kändt, att de egde aktier i en ängbät, hwarä utflänkning af fpritwaror egde rum, hwarför bolagsstämman borde besluta att ätminstone för ett är besluta om utflänkningsrättigheternas upphörande ä" Prins Bernadotte".	326:339	0:673	bolagsstämma i Mönsteräs den 29 sistl. april , hwarom meddelandet till Barometern fledde per telefon , har wär meddelare anhällit fä upplysa , att det i referatet sörekommande namnet C . Äberg bör wara C . Boberg , uppbyggelsepredikant frän Stockholm , redaktör af den frireligiösa tidflriften Sanningswittnet , och hwilken äswen wid bolagsstämman huswudsalligen anförde , att det flulle salla flugga vä alla nykterhetswänliga aktieegare säsom flrymtare , om det bleswe kändt , att de egde aktier i en ängbät , hwarä utflänkning af fpritwaror egde rum , hwarför bolagsstämman borde besluta att ätminstone för ett är besluta om utflänkningsrättigheternas upphörande ä " Prins Bernadotte " .	53	0:108	bolagsstämma i mönsteräs den 29 $ april $ hwarom meddelande till barometer fledde per telefon $ ha wär meddelare anhällit fä upplysa $ att den i referat sörekommande namn c $ äberg böra wara c $ boberg $ uppbyggelsepredikant frän stockholm $ redaktör af den frireligiös tidflriften sannings $ och hwilken äswen wid bolagsstämma huswudsalligen anföra $ att den flulle salla flugga vä all nykterhetswänliga aktieegare säsom flrymtare $ om den bleswe kändt $ att en egde aktie i en ängbät $ hwarä utflänkning af fpritwaror egde rum $ hwarför bolagsstämma böra besluta att ätminstone för ett vara besluta om utflänkningsrättigheternas upphörande ä $ prins bernadotte $ $
bolagsstämma		1896	2	bib11653811_18960411_145317_54_0001_alto.xml-49-3	 	inlöser, enligt bolagsstämmans beslut, kupong för 1884 med en krona.	16:30	0:68	inlöser , enligt bolagsstämmans beslut , kupong för 1884 med en krona .	3	0:13	inlösa $ enligt bolagsstämma beslut $ kupong för 1884 med en krona $
bolagsstämma		1900	2	bib11653811_19000919_145317_145_0002_alto.xml-6-24	 	hålles extra bolagsstämma å Hushållningssällskapets lokal i Kalmar fredagen den 26 nästa oktober klockan tio f.m. för slutlig behandling af det från årets ordinarie bolagsstämma hvilande, då antagna förslag om ändring i § 12 i bolagsordningen till inrättande af en industriklass i bolaget.	165:177	0:289	hålles extra bolagsstämma å Hushållningssällskapets lokal i Kalmar fredagen den 26 nästa oktober klockan tio f.m. för slutlig behandling af det från årets ordinarie bolagsstämma hvilande , då antagna förslag om ändring i § 12 i bolagsordningen till inrättande af en industriklass i bolaget .	24	0:45	hålla extra bolagsstämma å hushållningssällskap lokal i kalmar fredag den 26 nästa oktober klocka tio $ för slutlig behandling af den från år ordinarie bolagsstämma hvilande $ då anta förslag om ändring i $ 12 i bolagsordning till inrättande af en industriklass i bolag $
bolagsstämma		1895	2	bib19277277_18950618_147683_163_0002_alto.xml-1-4	 	källås härigenom till ordinarie bolagsstämma ä bolagets kontor, Kungsträdgirdsgatan 12, Stockholm, Lördagen den 29 Juni 1895 kl. 12 middagen.	32:44	0:141	källås härigenom till ordinarie bolagsstämma ä bolagets kontor , Kungsträdgirdsgatan 12 , Stockholm , Lördagen den 29 Juni 1895 kl. 12 middagen .	4	0:23	källås härigenom till ordinarie bolagsstämma ä bolag kontor $ kungsträdgirdsgatan 12 $ stockholm $ lördag den 29 juni 1895 $ 12 middag $
bolagsstämma		1895	2	bib19277349_18950312_147403_33_0002_alto.xml-60-0	 	Bolagsstämma med Veddö teaterhusbolag hölls i lördags e. m., hvarvid följande ärenden förekommo: 1) Föredragning af bolagets räkenskaper för sistlidet år och den vid granskning af desamma afgifna revisionsberättelsen, med anledning hvaraf ansvarsfrihet för sistlidet år blef direktionen beviljad; 2) val: af direktion, hvarvid densamma med suppleanter återvaldes; af revisorer, hvartill valdes kassör Sandström, rektor Cederschiöld och doktor Wittlock; 3) Örn bolagets ombildning från ett solidariskt bolag till ett aktiebolag.	0:12	0:527	Bolagsstämma med Veddö teaterhusbolag hölls i lördags e. m . , hvarvid följande ärenden förekommo : 1 ) Föredragning af bolagets räkenskaper för sistlidet år och den vid granskning af desamma afgifna revisionsberättelsen , med anledning hvaraf ansvarsfrihet för sistlidet år blef direktionen beviljad ; 2 ) val : af direktion , hvarvid densamma med suppleanter återvaldes ; af revisorer , hvartill valdes kassör Sandström , rektor Cederschiöld och doktor Wittlock ; 3 ) Örn bolagets ombildning från ett solidariskt bolag till ett aktiebolag .	0	0:85	bolagsstämma med veddö teaterhusbolag hålla i lördag $ m $ $ hvarvid följa ärende förekommo $ 1 $ föredragning af bolag räkenskaper för sistliden år och den vid granskning af densamma afgifna revisionsberättelse $ med anledning hvaraf ansvarsfrihet för sistliden år blef direktion bevilja $ 2 $ val $ af direktion $ hvarvid densamma med suppleant återvälja $ af revisor $ hvartill välja kassör sandström $ rektor cederschiöld och doktor wittlock $ 3 $ örn bolag ombildning från en solidarisk bolag till en aktiebolag $
bolagsstämma		1895	2	bib11653836_18951108_147011_45_0001_alto.xml-92-77	 	Som det nu tillvägagås, framtvingas af sig sjelf den frågan: skola härvidlag någon eller några af de större aktieegarne öfvertaga affären, helt visst till egen fördel, sedan kommunerna på grund af den en gång i bolagsordningen stipulerade“ solidariska ansvarigheten" låtit förmå sig att skänka bort sina aktier, för så vidt det icke rent af är så, att den anonyme spekulanten sjelf kunnat genom högt röstetal inom kommunen och på bolagsstämma genomdrifva försälj ningsbesiutet?	430:442	0:477	Som det nu tillvägagås , framtvingas af sig sjelf den frågan : skola härvidlag någon eller några af de större aktieegarne öfvertaga affären , helt visst till egen fördel , sedan kommunerna på grund af den en gång i bolagsordningen stipulerade “ solidariska ansvarigheten " låtit förmå sig att skänka bort sina aktier , för så vidt det icke rent af är så , att den anonyme spekulanten sjelf kunnat genom högt röstetal inom kommunen och på bolagsstämma genomdrifva försälj ningsbesiutet ?	77	0:82	som den nu tillvägagås $ framtvinga af sig sjelf den fråga $ skola härvidlag någon eller någon af en stor aktie öfvertaga affär $ hel viss till egen fördel $ sedan kommun på grund af den en gång i bolagsordning stipulera $ solidarisk ansvarighet $ låta förmå sig att skänka bort sig aktie $ för så vidt den icke ren af vara så $ att den anonym spekulant sjelf kunna genom hög röstetal inom kommun och på bolagsstämma genomdrifva försälja ningsbesiutet $
bolagsstämma		1901	2	bib11653790_19010507_145648_35_0003_alto.xml-65-4	 	llolens sägverksaktiebolags första ordinarie bolagsstämma hölls i kommunalsalen i Orsa den 27 sistL april under ordförandeskap af kommunalnämdsordf.	45:57	0:148	llolens sägverksaktiebolags första ordinarie bolagsstämma hölls i kommunalsalen i Orsa den 27 sistL april under ordförandeskap af kommunalnämdsordf .	4	0:19	llolens sägverksaktiebolags första ordinarie bolagsstämma hålla i kommunalsal i orsa den 27 sistl april under ordförandeskap af kommunalnämdsordf $
bolagsstämma		1899	2	bib11653811_18990407_145317_51_0001_alto.xml-14-4	 	kallas härmed till ordinarie bolagsstämma å Hotell Witt i Kalmar tisdagen den 25 innevarande april kl. 5 e.m.	29:41	0:109	kallas härmed till ordinarie bolagsstämma å Hotell Witt i Kalmar tisdagen den 25 innevarande april kl. 5 e.m.	4	0:18	kalla härmed till ordinarie bolagsstämma å hotell witt i kalmar tisdag den 25 innevarande april $ 5 $
bolagsstämma		1895	2	bib19225758_18950308_144022_57_0001_alto.xml-30-4	 	kallas härigenom till ordinarie bolagsstämma å Grand Hotel Haglund härstädes lördagen d.	32:44	0:88	kallas härigenom till ordinarie bolagsstämma å Grand Hotel Haglund härstädes lördagen d .	4	0:13	kalla härigenom till ordinarie bolagsstämma å grand hotel haglund härstädes lördag d $
bolagsstämma		1896	2	bib19227291_18961117_145289_139_0001_alto.xml-16-3	 	kallas till extra bolagsstämma å bolagets kontor Torsdagen deli 17 intttiin danile Decenilier lil.	18:30	0:98	kallas till extra bolagsstämma å bolagets kontor Torsdagen deli 17 intttiin danile Decenilier lil .	3	0:15	kalla till extra bolagsstämma å bolag kontor torsdag deli 17 intttiin danile decenilier lil $
bolagsstämma		1897	2	bib11653811_18970414_145317_58_0004_alto.xml-113-4	 	Lifförsäkringsbolaget Nordstjernan har vid bolagsstämma beslutat till konungens jubileumsfond öfverlemna 20,000 kronor.	43:55	0:119	Lifförsäkringsbolaget Nordstjernan har vid bolagsstämma beslutat till konungens jubileumsfond öfverlemna 20,000 kronor .	4	0:13	lifförsäkringsbolaget nordstjerna ha vid bolagsstämma besluta till konung jubileumsfond öfverlemna $ krona $
bolagsstämma		1895	2	bib19225758_18950514_144022_111_0001_alto.xml-118-4	 	kallas härmed till ordinarie bolagsstämma, som hålles å Nya Hotellet i Kongsbacka Fredagen den 31 dennes kl. li f. m, för granskning af förlidna årets räkenskaper samt val af styrelse m. m. Sätila den 13 Maj 1895.	29:41	0:213	kallas härmed till ordinarie bolagsstämma , som hålles å Nya Hotellet i Kongsbacka Fredagen den 31 dennes kl. li f. m , för granskning af förlidna årets räkenskaper samt val af styrelse m . m . Sätila den 13 Maj 1895 .	4	0:42	kalla härmed till ordinarie bolagsstämma $ som hålla å ny hotell i kongsbacka fredag den 31 denna $ lie $ m $ för granskning af förliden år räkenskaper samt val af styrelse m $ m $ sätila den 13 maj 1895 $
bolagsstämma		1900	2	bib11653790_19000518_145648_39_0002_alto.xml-113-3	 	Vid den extra bolagsstämma, som hölls den 26 januari 1900, framlade direktionen förslag till ändring i § 1 i den för järnvägen gällande bolagsordningen, hvarmed denna paragraf skulle erhålla följande lydelse: » Bolaget berättigas äfven att, efter bolagsstämmans beslut, teckna aktier i andra järnvägar och företag, som afse att främja bolagets verksamhet, äfvensom att, där så kan aftalas, trafikera andra järnvägar. » Direktionen hemställde nu om antagande af detta försl vr.	14:26	0:476	Vid den extra bolagsstämma , som hölls den 26 januari 1900 , framlade direktionen förslag till ändring i § 1 i den för järnvägen gällande bolagsordningen , hvarmed denna paragraf skulle erhålla följande lydelse : » Bolaget berättigas äfven att , efter bolagsstämmans beslut , teckna aktier i andra järnvägar och företag , som afse att främja bolagets verksamhet , äfvensom att , där så kan aftalas , trafikera andra järnvägar . » Direktionen hemställde nu om antagande af detta försl vr .	3	0:83	vid den extra bolagsstämma $ som hålla den 26 januari 1900 $ framlägga direktion förslag till ändring i $ 1 i den för järnväg gälla bolagsordning $ hvarmed denna paragraf skola erhålla följa lydelse $ $ bolag berättiga äfven att $ efter bolagsstämma beslut $ teckna aktie i andra järnväg och företag $ som afse att främja bolag verksamhet $ äfvensom att $ där så kunna aftalas $ trafikera andra järnväg $ $ direktion hemställa nu om antagande af denna försl vr $
bolagsstämma		1895	2	bib19225758_18950308_144022_57_0001_alto.xml-24-8	 	Delegarne i Angfartygs-Aktiebolaget Ajna kallas härmed till ordinarie Bolagsstämma i Göteborg å Hr Th. Ahrenbergs kontor Torsdagen den 28 Slars 1895 kl. 5,30 e. m. Göteborg den 7 Mars 1895.	70:82	0:189	Delegarne i Angfartygs-Aktiebolaget Ajna kallas härmed till ordinarie Bolagsstämma i Göteborg å Hr Th . Ahrenbergs kontor Torsdagen den 28 Slars 1895 kl. 5,30 e. m . Göteborg den 7 Mars 1895 .	8	0:33	delegarne i $ ajna kalla härmed till ordinarie bolagsstämma i göteborg å hr th $ ahrenbergs kontor torsdag den 28 slars 1895 $ $ $ m $ göteborg den 7 mars 1895 $
bolagsstämma		1895	2	bib19277277_18950316_147683_74_0001_alto.xml-25-4	 	kallas härmed till ordinarie bolagsstämma å bolagets kontor här i staden Tisdagen den 2 nästinstundande April kl. 10 f. m.	29:41	0:122	kallas härmed till ordinarie bolagsstämma å bolagets kontor här i staden Tisdagen den 2 nästinstundande April kl. 10 f. m .	4	0:21	kalla härmed till ordinarie bolagsstämma å bolag kontor här i stad tisdag den 2 nästinstundande april $ 10 $ m $
bolagsstämma		1895	2	bib15978012_18951015_148361_240_0001_alto.xml-34-8	 	uti Karpalunds Sockerfabriks Aktiebolag kallas härigenom till extra bolagsstämma i kontorsbygnaden vid Karpalund måndagen den 28 oktober 1895 kl. 1 e. m. för att besluta örn åtgärders vidtagande i anledning däraf, att bolagets fabrik blifvit förstörd genom eldsvåda.	68:80	0:266	uti Karpalunds Sockerfabriks Aktiebolag kallas härigenom till extra bolagsstämma i kontorsbygnaden vid Karpalund måndagen den 28 oktober 1895 kl. 1 e. m . för att besluta örn åtgärders vidtagande i anledning däraf , att bolagets fabrik blifvit förstörd genom eldsvåda .	8	0:41	uti karpalunds sockerfabriks aktiebolag kalla härigenom till extra bolagsstämma i kontorsbygnaden vid karpalund måndag den 28 oktober 1895 $ 1 $ m $ för att besluta örn åtgärd vidtagande i anledning däraf $ att bolag fabrik blifvit förstöra genom eldsvåda $
bolagsstämma		1895	2	bib19227462_18950410_147640_84_0001_alto.xml-79-10	 	Aktieegare i Köpings Mekaniska Verkstads Aktiebolag kallas härmed till ordinarie bolagsstämma i huset M 27 Lilla Nygatan i Stockholm Torsdagen den 25 April 1895 kl. 3 e. m.	81:93	0:172	Aktieegare i Köpings Mekaniska Verkstads Aktiebolag kallas härmed till ordinarie bolagsstämma i huset M 27 Lilla Nygatan i Stockholm Torsdagen den 25 April 1895 kl. 3 e. m .	10	0:29	aktie i köping mekanisk verkstad aktiebolag kalla härmed till ordinarie bolagsstämma i hus m 27 liten nygatan i stockholm torsdag den 25 april 1895 $ 3 $ m $
bolagsstämma		1895	2	bib11653815_18950110_146944_4_0003_alto.xml-22-12	 	mött inedkonliahcnlernas franistäflning i denna punkt, motstånd från kommunernas representanter i bolagsstämma » kunnat lägga hinder i wägen för ernående af en stälig öfwerenkkom melse.	98:110	0:185	mött inedkonliahcnlernas franistäflning i denna punkt , motstånd från kommunernas representanter i bolagsstämma » kunnat lägga hinder i wägen för ernående af en stälig öfwerenkkom melse .	12	0:27	möta inedkonliahcnlernas franistäflning i denna punkt $ motstånd från kommun representant i bolagsstämma $ kunna lägga hinder i wägen för ernå af en stälig öfwerenkkom melse $
bolagsstämma		1896	2	bib15975090_18961117_148377_143_0004_alto.xml-43-45	 	20 kl. 1 e. m. lagtima kretsstämma i sockenhuset med bolagsmännen inom Hoby brandstodskrets för 1) val af ordförande, vice ordförande och en ledamot i kretsnämden, 2) val af tre suppleanter och 3) val af ombud vid den blifvande bolagsstämman m. m.	228:241	0:247	20 kl. 1 e. m . lagtima kretsstämma i sockenhuset med bolagsmännen inom Hoby brandstodskrets för 1 ) val af ordförande , vice ordförande och en ledamot i kretsnämden , 2 ) val af tre suppleanter och 3 ) val af ombud vid den blifvande bolagsstämman m . m .	45	0:50	20 $ 1 $ m $ lagtima kretsstämma i sockenhus med bolagsman inom hoby brandstodskrets för 1 $ val af ordförande $ vice ordförande och en ledamot i krets $ 2 $ val af tre suppleant och 3 $ val af ombud vid den blifvande bolagsstämma m $ m $
bolagsstämma		1895	2	bib19225758_18950423_144022_93_0001_alto.xml-77-7	 	Delegare i Dalslands Kmial-Aktiebolag kallas till ordinarie bolagsstämma, som hålles pä Billingsfors Bruk Lördagen den 29 Juni innevarande är kl. 4 e. m.	60:72	0:153	Delegare i Dalslands Kmial-Aktiebolag kallas till ordinarie bolagsstämma , som hålles pä Billingsfors Bruk Lördagen den 29 Juni innevarande är kl. 4 e. m .	7	0:25	del i dalsland $ kalla till ordinarie bolagsstämma $ som hålla pä billingsfors bruk lördag den 29 juni innevarande vara $ 4 $ m $
bolagsstämma		1895	2	bib19227291_18950430_145289_51_0002_alto.xml-30-36	 	dörr, så att man direkt från drottningens privatrum kan komma ut till den Bolaget för trädgårds- och park anläggning i Lund hade i går e. m. or veranda, som skall uppsättas på gårdeuldinarie bolagsstämma, hvarvid förbandlinintill byggningen.	191:203	0:241	dörr , så att man direkt från drottningens privatrum kan komma ut till den Bolaget för trädgårds- och park anläggning i Lund hade i går e. m . or veranda , som skall uppsättas på gårdeuldinarie bolagsstämma , hvarvid förbandlinintill byggningen .	36	0:42	dörr $ så att man direkt från drottning privatrum kunna komma ut till den bolag för trädgård och park anläggning i lund ha i $ $ m $ or veranda $ som skola uppsätta på gårdeuldinarie bolagsstämma $ hvarvid förbandlinintill byggning $
bolagsstämma		1895	2	bib19225758_18950305_144022_54_0001_alto.xml-28-4	 	kallas härmed till ordinarie bolagsstämma å Valand Torsdagen den 21 dennes kl. 1 på dagen.	29:41	0:90	kallas härmed till ordinarie bolagsstämma å Valand Torsdagen den 21 dennes kl. 1 på dagen .	4	0:16	kalla härmed till ordinarie bolagsstämma å valand torsdag den 21 denna $ 1 på dag $
bolagsstämma		1899	2	bib11653811_18990107_145317_3_0001_alto.xml-29-3	 	kallas till extra bolagsstämma lördagen den 28 januari kl. li f.m. å jern vägsbolagets lokal för att fatta beslut rörande styrelsens förslag till ändring uti verkställande direktörens och trafikchefens löneförmåner.	18:30	0:215	kallas till extra bolagsstämma lördagen den 28 januari kl. li f.m. å jern vägsbolagets lokal för att fatta beslut rörande styrelsens förslag till ändring uti verkställande direktörens och trafikchefens löneförmåner .	3	0:31	kalla till extra bolagsstämma lördag den 28 januari $ lie $ å jern vägsbolagets lokal för att fatta beslut rörande styrelse förslag till ändring uti verkställande direktör och trafikchef löneförmån $
bolagsstämma		1897	2	bib19227291_18970102_145289_1_0003_alto.xml-12-3	 	ställe vid ordinarie bolagsstämma den 8 Maj 1896 till ledamöter i styrelsen blifvit invalde Handlanden Lars Johan Lundgren och Akademisekreteraren Johan Otto Ernberg, att ledamoten af styrelsen f. d.	21:33	0:199	ställe vid ordinarie bolagsstämma den 8 Maj 1896 till ledamöter i styrelsen blifvit invalde Handlanden Lars Johan Lundgren och Akademisekreteraren Johan Otto Ernberg , att ledamoten af styrelsen f. d .	3	0:31	ställe vid ordinarie bolagsstämma den 8 maj 1896 till ledamot i styrelse blifvit invälja handlande lars johan lundgren och akademisekreterare johan otto ernberg $ att ledamot af styrelse $ d $
bolagsstämma		1895	2	bib15978012_18950419_148361_90_0004_alto.xml-12-10	 	Delägame i Aktiebolaget Skånska Konservfabriken kallas att sammanträda till ordinarie bolagsstämma å Länsresidenset härstädes lördagen den 27 april 1895 kl. 1 eftermiddagen.	86:98	0:173	Delägame i Aktiebolaget Skånska Konservfabriken kallas att sammanträda till ordinarie bolagsstämma å Länsresidenset härstädes lördagen den 27 april 1895 kl. 1 eftermiddagen .	10	0:23	delägame i aktiebolag skånsk konservfabrik kalla att sammanträda till ordinarie bolagsstämma å länsresidens härstädes lördag den 27 april 1895 $ 1 eftermiddag $
